iteration,accuracy,precision,recall,f1,roc_auc,timestamp,strategy_type,split_type,initial_size,batch_size,iterations,iteration_id
2,0.8996579247434435,0.9002805466741897,0.8989674133783235,0.8993930418821959,0.9646769977400776,20250730_162204,uncertainty,sequential,100,50,40,2
3,0.9247434435575826,0.9247975529176351,0.9244878724445694,0.924623390423803,0.9810353985065766,20250730_162204,uncertainty,sequential,100,50,40,3
4,0.9030786773090079,0.9064338119031055,0.90154497453682,0.9025266320855992,0.9706704783328647,20250730_162204,uncertainty,sequential,100,50,40,4
5,0.9133409350057012,0.921670139445424,0.9109725997438061,0.9124796470402857,0.9724825819352017,20250730_162204,uncertainty,sequential,100,50,40,5
6,0.9087799315849487,0.9140043021690986,0.9068901594442882,0.9081078815566126,0.9745888920132054,20250730_162204,uncertainty,sequential,100,50,40,6
7,0.9190421892816419,0.9238008355809404,0.9172863227835577,0.9184928234362422,0.9713812603492986,20250730_162204,uncertainty,sequential,100,50,40,7
8,0.9190421892816419,0.9242348829821032,0.9172056112725342,0.9184616573234179,0.979840347424001,20250730_162204,uncertainty,sequential,100,50,40,8
9,0.9087799315849487,0.9120353786505964,0.9072937169994064,0.908276071245542,0.9765415898605513,20250730_162204,uncertainty,sequential,100,50,40,9
10,0.9304446978335233,0.9334446665264045,0.9291066537528249,0.9300953239642747,0.982412701388238,20250730_162204,uncertainty,sequential,100,50,40,10
11,0.9167616875712656,0.9238289151495795,0.9145994105456099,0.9160275706481463,0.9804886431093197,20250730_162204,uncertainty,sequential,100,50,40,11
12,0.9201824401368301,0.9222921914357682,0.9190333364576498,0.9198438397660208,0.979663302819175,20250730_162204,uncertainty,sequential,100,50,40,12
13,0.9110604332953249,0.9177411804757649,0.9089313795940471,0.9102952130170686,0.9799835452661397,20250730_162204,uncertainty,sequential,100,50,40,13
14,0.9007981755986317,0.9079934964550349,0.8985352162547776,0.8998796703202974,0.9718525114297913,20250730_162204,uncertainty,sequential,100,50,40,14
15,0.9247434435575826,0.9282049391040499,0.923277199779215,0.9243277587775721,0.9804652107351516,20250730_162204,uncertainty,sequential,100,50,40,15
16,0.9133409350057012,0.9177968520417332,0.911618291831995,0.9127692098292344,0.9763567344643359,20250730_162204,uncertainty,sequential,100,50,40,16
17,0.9042189281641961,0.9089328803657607,0.9024041615896523,0.9035506677140612,0.9687334020682976,20250730_162204,uncertainty,sequential,100,50,40,17
18,0.9007981755986317,0.9070044970816811,0.8986966392768249,0.899965780768792,0.9711573509961363,20250730_162204,uncertainty,sequential,100,50,40,18
19,0.9076396807297605,0.9172558064689159,0.9050624342591724,0.9066119776774271,0.9788900344716259,20250730_162204,uncertainty,sequential,100,50,40,19
20,0.9167616875712656,0.9243563089716936,0.9145186990345862,0.9159909877400196,0.9781115589298174,20250730_162204,uncertainty,sequential,100,50,40,20
21,0.9133409350057012,0.9211184729957536,0.9110533112548297,0.9125191625191625,0.9819726934733027,20250730_162204,uncertainty,sequential,100,50,40,21
22,0.9258836944127709,0.9279015117340355,0.9247820789202361,0.9255802598718266,0.9809651013840722,20250730_162204,uncertainty,sequential,100,50,40,22
23,0.9053591790193842,0.9137472864735384,0.9029405025983899,0.9043965930508219,0.9780126222388852,20250730_162204,uncertainty,sequential,100,50,40,23
24,0.9144811858608894,0.9200384896777682,0.9125581903958508,0.9138340977241197,0.9824100977911082,20250730_162204,uncertainty,sequential,100,50,40,24
25,0.9247434435575826,0.9317364568705051,0.9226315076910259,0.9240959494759812,0.9854042344903718,20250730_162204,uncertainty,sequential,100,50,40,25
26,0.9293044469783353,0.9358857901726427,0.9272789285677092,0.928726103962836,0.9849850553524749,20250730_162204,uncertainty,sequential,100,50,40,26
27,0.9201824401368301,0.9265683930942895,0.91814550983639,0.9195294722161051,0.9827902229720582,20250730_162204,uncertainty,sequential,100,50,40,27
28,0.9133409350057012,0.9191061007957559,0.9113761572989242,0.912667714884696,0.9813999021047479,20250730_162204,uncertainty,sequential,100,50,40,28
29,0.9156214367160775,0.9219096945551128,0.9135788004707304,0.9149311563427397,0.9828344841232647,20250730_162204,uncertainty,sequential,100,50,40,29
30,0.9133409350057012,0.9186508567250532,0.9114568688099478,0.912702487478782,0.9819726934733027,20250730_162204,uncertainty,sequential,100,50,40,30
31,0.9236031927023945,0.9284388386482627,0.9218530321492173,0.923084777045468,0.9823580258485123,20250730_162204,uncertainty,sequential,100,50,40,31
32,0.9156214367160775,0.918965190273505,0.9141437810478958,0.9151553659021263,0.9815196675727185,20250730_162204,uncertainty,sequential,100,50,40,32
33,0.9224629418472063,0.927496084158835,0.9206709990522907,0.9219219691018592,0.9834567438372855,20250730_162204,uncertainty,sequential,100,50,40,33
34,0.9110604332953249,0.9198951198630136,0.9086085335499526,0.9101349434057445,0.9838316618239759,20250730_162204,uncertainty,sequential,100,50,40,34
35,0.9144811858608894,0.9209901021677422,0.9123967673738036,0.9137636041110276,0.9863154934857999,20250730_162204,uncertainty,sequential,100,50,40,35
36,0.9201824401368301,0.9260848806366048,0.9182262213474136,0.9195623689727463,0.9826496287270493,20250730_162204,uncertainty,sequential,100,50,40,36
37,0.9179019384264538,0.9224321095971502,0.9161850011976547,0.9173603040487484,0.9842820841274305,20250730_162204,uncertainty,sequential,100,50,40,37
38,0.9327251995438997,0.9364788227605254,0.9312285854136074,0.9323420152123572,0.9865732496016496,20250730_162204,uncertainty,sequential,100,50,40,38
39,0.9179019384264538,0.923297411281008,0.9160235781756074,0.9172970934009514,0.982665250309828,20250730_162204,uncertainty,sequential,100,50,40,39
40,0.9122006841505131,0.9172694059091391,0.9103555472240448,0.9115710931535658,0.982501223690651,20250730_162204,uncertainty,sequential,100,50,40,40
1,0.8836944127708096,0.8888647214854111,0.8816925464221368,0.8827908805031447,0.9576446818925026,20250730_162204,entropy,sequential,100,50,40,1
2,0.8996579247434435,0.9002805466741897,0.8989674133783235,0.8993930418821959,0.9646769977400776,20250730_162204,entropy,sequential,100,50,40,2
3,0.9247434435575826,0.9247975529176351,0.9244878724445694,0.924623390423803,0.9810353985065766,20250730_162204,entropy,sequential,100,50,40,3
4,0.9030786773090079,0.9064338119031055,0.90154497453682,0.9025266320855992,0.9706704783328647,20250730_162204,entropy,sequential,100,50,40,4
5,0.9133409350057012,0.921670139445424,0.9109725997438061,0.9124796470402857,0.9724825819352017,20250730_162204,entropy,sequential,100,50,40,5
6,0.9087799315849487,0.9140043021690986,0.9068901594442882,0.9081078815566126,0.9745888920132054,20250730_162204,entropy,sequential,100,50,40,6
7,0.9190421892816419,0.9238008355809404,0.9172863227835577,0.9184928234362422,0.9713812603492986,20250730_162204,entropy,sequential,100,50,40,7
8,0.9190421892816419,0.9242348829821032,0.9172056112725342,0.9184616573234179,0.979840347424001,20250730_162204,entropy,sequential,100,50,40,8
9,0.9087799315849487,0.9120353786505964,0.9072937169994064,0.908276071245542,0.9765415898605513,20250730_162204,entropy,sequential,100,50,40,9
10,0.9304446978335233,0.9334446665264045,0.9291066537528249,0.9300953239642747,0.982412701388238,20250730_162204,entropy,sequential,100,50,40,10
11,0.9167616875712656,0.9238289151495795,0.9145994105456099,0.9160275706481463,0.9804886431093197,20250730_162204,entropy,sequential,100,50,40,11
12,0.9201824401368301,0.9222921914357682,0.9190333364576498,0.9198438397660208,0.979663302819175,20250730_162204,entropy,sequential,100,50,40,12
13,0.9110604332953249,0.9177411804757649,0.9089313795940471,0.9102952130170686,0.9799835452661397,20250730_162204,entropy,sequential,100,50,40,13
14,0.9007981755986317,0.9079934964550349,0.8985352162547776,0.8998796703202974,0.9718525114297913,20250730_162204,entropy,sequential,100,50,40,14
15,0.9247434435575826,0.9282049391040499,0.923277199779215,0.9243277587775721,0.9804652107351516,20250730_162204,entropy,sequential,100,50,40,15
16,0.9133409350057012,0.9177968520417332,0.911618291831995,0.9127692098292344,0.9763567344643359,20250730_162204,entropy,sequential,100,50,40,16
17,0.9042189281641961,0.9089328803657607,0.9024041615896523,0.9035506677140612,0.9687334020682976,20250730_162204,entropy,sequential,100,50,40,17
18,0.9007981755986317,0.9070044970816811,0.8986966392768249,0.899965780768792,0.9711573509961363,20250730_162204,entropy,sequential,100,50,40,18
19,0.9076396807297605,0.9172558064689159,0.9050624342591724,0.9066119776774271,0.9788900344716259,20250730_162204,entropy,sequential,100,50,40,19
20,0.9167616875712656,0.9243563089716936,0.9145186990345862,0.9159909877400196,0.9781115589298174,20250730_162204,entropy,sequential,100,50,40,20
21,0.9133409350057012,0.9211184729957536,0.9110533112548297,0.9125191625191625,0.9819726934733027,20250730_162204,entropy,sequential,100,50,40,21
22,0.9258836944127709,0.9279015117340355,0.9247820789202361,0.9255802598718266,0.9809651013840722,20250730_162204,entropy,sequential,100,50,40,22
23,0.9053591790193842,0.9137472864735384,0.9029405025983899,0.9043965930508219,0.9780126222388852,20250730_162204,entropy,sequential,100,50,40,23
24,0.9144811858608894,0.9200384896777682,0.9125581903958508,0.9138340977241197,0.9824100977911082,20250730_162204,entropy,sequential,100,50,40,24
25,0.9247434435575826,0.9317364568705051,0.9226315076910259,0.9240959494759812,0.9854042344903718,20250730_162204,entropy,sequential,100,50,40,25
26,0.9293044469783353,0.9358857901726427,0.9272789285677092,0.928726103962836,0.9849850553524749,20250730_162204,entropy,sequential,100,50,40,26
27,0.9201824401368301,0.9265683930942895,0.91814550983639,0.9195294722161051,0.9827902229720582,20250730_162204,entropy,sequential,100,50,40,27
28,0.9133409350057012,0.9191061007957559,0.9113761572989242,0.912667714884696,0.9813999021047479,20250730_162204,entropy,sequential,100,50,40,28
29,0.9156214367160775,0.9219096945551128,0.9135788004707304,0.9149311563427397,0.9828344841232647,20250730_162204,entropy,sequential,100,50,40,29
30,0.9133409350057012,0.9186508567250532,0.9114568688099478,0.912702487478782,0.9819726934733027,20250730_162204,entropy,sequential,100,50,40,30
31,0.9236031927023945,0.9284388386482627,0.9218530321492173,0.923084777045468,0.9823580258485123,20250730_162204,entropy,sequential,100,50,40,31
32,0.9156214367160775,0.918965190273505,0.9141437810478958,0.9151553659021263,0.9815196675727185,20250730_162204,entropy,sequential,100,50,40,32
33,0.9224629418472063,0.927496084158835,0.9206709990522907,0.9219219691018592,0.9834567438372855,20250730_162204,entropy,sequential,100,50,40,33
34,0.9110604332953249,0.9198951198630136,0.9086085335499526,0.9101349434057445,0.9838316618239759,20250730_162204,entropy,sequential,100,50,40,34
35,0.9144811858608894,0.9209901021677422,0.9123967673738036,0.9137636041110276,0.9863154934857999,20250730_162204,entropy,sequential,100,50,40,35
36,0.9201824401368301,0.9260848806366048,0.9182262213474136,0.9195623689727463,0.9826496287270493,20250730_162204,entropy,sequential,100,50,40,36
37,0.9179019384264538,0.9224321095971502,0.9161850011976547,0.9173603040487484,0.9842820841274305,20250730_162204,entropy,sequential,100,50,40,37
38,0.9327251995438997,0.9364788227605254,0.9312285854136074,0.9323420152123572,0.9865732496016496,20250730_162204,entropy,sequential,100,50,40,38
39,0.9179019384264538,0.923297411281008,0.9160235781756074,0.9172970934009514,0.982665250309828,20250730_162204,entropy,sequential,100,50,40,39
40,0.9122006841505131,0.9172694059091391,0.9103555472240448,0.9115710931535658,0.982501223690651,20250730_162204,entropy,sequential,100,50,40,40
1,0.8836944127708096,0.8888647214854111,0.8816925464221368,0.8827908805031447,0.9576446818925026,20250730_162204,margin,sequential,100,50,40,1
2,0.8996579247434435,0.9002805466741897,0.8989674133783235,0.8993930418821959,0.9646769977400776,20250730_162204,margin,sequential,100,50,40,2
3,0.9247434435575826,0.9247975529176351,0.9244878724445694,0.924623390423803,0.9810353985065766,20250730_162204,margin,sequential,100,50,40,3
4,0.9030786773090079,0.9064338119031055,0.90154497453682,0.9025266320855992,0.9706704783328647,20250730_162204,margin,sequential,100,50,40,4
5,0.9133409350057012,0.921670139445424,0.9109725997438061,0.9124796470402857,0.9724825819352017,20250730_162204,margin,sequential,100,50,40,5
6,0.9087799315849487,0.9140043021690986,0.9068901594442882,0.9081078815566126,0.9745888920132054,20250730_162204,margin,sequential,100,50,40,6
7,0.9190421892816419,0.9238008355809404,0.9172863227835577,0.9184928234362422,0.9713812603492986,20250730_162204,margin,sequential,100,50,40,7
8,0.9190421892816419,0.9242348829821032,0.9172056112725342,0.9184616573234179,0.979840347424001,20250730_162204,margin,sequential,100,50,40,8
9,0.9087799315849487,0.9120353786505964,0.9072937169994064,0.908276071245542,0.9765415898605513,20250730_162204,margin,sequential,100,50,40,9
10,0.9304446978335233,0.9334446665264045,0.9291066537528249,0.9300953239642747,0.982412701388238,20250730_162204,margin,sequential,100,50,40,10
11,0.9167616875712656,0.9238289151495795,0.9145994105456099,0.9160275706481463,0.9804886431093197,20250730_162204,margin,sequential,100,50,40,11
12,0.9201824401368301,0.9222921914357682,0.9190333364576498,0.9198438397660208,0.979663302819175,20250730_162204,margin,sequential,100,50,40,12
13,0.9110604332953249,0.9177411804757649,0.9089313795940471,0.9102952130170686,0.9799835452661397,20250730_162204,margin,sequential,100,50,40,13
14,0.9007981755986317,0.9079934964550349,0.8985352162547776,0.8998796703202974,0.9718525114297913,20250730_162204,margin,sequential,100,50,40,14
15,0.9247434435575826,0.9282049391040499,0.923277199779215,0.9243277587775721,0.9804652107351516,20250730_162204,margin,sequential,100,50,40,15
16,0.9133409350057012,0.9177968520417332,0.911618291831995,0.9127692098292344,0.9763567344643359,20250730_162204,margin,sequential,100,50,40,16
17,0.9042189281641961,0.9089328803657607,0.9024041615896523,0.9035506677140612,0.9687334020682976,20250730_162204,margin,sequential,100,50,40,17
18,0.9007981755986317,0.9070044970816811,0.8986966392768249,0.899965780768792,0.9711573509961363,20250730_162204,margin,sequential,100,50,40,18
19,0.9076396807297605,0.9172558064689159,0.9050624342591724,0.9066119776774271,0.9788900344716259,20250730_162204,margin,sequential,100,50,40,19
20,0.9167616875712656,0.9243563089716936,0.9145186990345862,0.9159909877400196,0.9781115589298174,20250730_162204,margin,sequential,100,50,40,20
21,0.9133409350057012,0.9211184729957536,0.9110533112548297,0.9125191625191625,0.9819726934733027,20250730_162204,margin,sequential,100,50,40,21
22,0.9258836944127709,0.9279015117340355,0.9247820789202361,0.9255802598718266,0.9809651013840722,20250730_162204,margin,sequential,100,50,40,22
23,0.9053591790193842,0.9137472864735384,0.9029405025983899,0.9043965930508219,0.9780126222388852,20250730_162204,margin,sequential,100,50,40,23
24,0.9144811858608894,0.9200384896777682,0.9125581903958508,0.9138340977241197,0.9824100977911082,20250730_162204,margin,sequential,100,50,40,24
25,0.9247434435575826,0.9317364568705051,0.9226315076910259,0.9240959494759812,0.9854042344903718,20250730_162204,margin,sequential,100,50,40,25
26,0.9293044469783353,0.9358857901726427,0.9272789285677092,0.928726103962836,0.9849850553524749,20250730_162204,margin,sequential,100,50,40,26
27,0.9201824401368301,0.9265683930942895,0.91814550983639,0.9195294722161051,0.9827902229720582,20250730_162204,margin,sequential,100,50,40,27
28,0.9133409350057012,0.9191061007957559,0.9113761572989242,0.912667714884696,0.9813999021047479,20250730_162204,margin,sequential,100,50,40,28
29,0.9156214367160775,0.9219096945551128,0.9135788004707304,0.9149311563427397,0.9828344841232647,20250730_162204,margin,sequential,100,50,40,29
30,0.9133409350057012,0.9186508567250532,0.9114568688099478,0.912702487478782,0.9819726934733027,20250730_162204,margin,sequential,100,50,40,30
31,0.9236031927023945,0.9284388386482627,0.9218530321492173,0.923084777045468,0.9823580258485123,20250730_162204,margin,sequential,100,50,40,31
32,0.9156214367160775,0.918965190273505,0.9141437810478958,0.9151553659021263,0.9815196675727185,20250730_162204,margin,sequential,100,50,40,32
33,0.9224629418472063,0.927496084158835,0.9206709990522907,0.9219219691018592,0.9834567438372855,20250730_162204,margin,sequential,100,50,40,33
34,0.9110604332953249,0.9198951198630136,0.9086085335499526,0.9101349434057445,0.9838316618239759,20250730_162204,margin,sequential,100,50,40,34
35,0.9144811858608894,0.9209901021677422,0.9123967673738036,0.9137636041110276,0.9863154934857999,20250730_162204,margin,sequential,100,50,40,35
36,0.9201824401368301,0.9260848806366048,0.9182262213474136,0.9195623689727463,0.9826496287270493,20250730_162204,margin,sequential,100,50,40,36
37,0.9179019384264538,0.9224321095971502,0.9161850011976547,0.9173603040487484,0.9842820841274305,20250730_162204,margin,sequential,100,50,40,37
38,0.9327251995438997,0.9364788227605254,0.9312285854136074,0.9323420152123572,0.9865732496016496,20250730_162204,margin,sequential,100,50,40,38
39,0.9179019384264538,0.923297411281008,0.9160235781756074,0.9172970934009514,0.982665250309828,20250730_162204,margin,sequential,100,50,40,39
40,0.9122006841505131,0.9172694059091391,0.9103555472240448,0.9115710931535658,0.982501223690651,20250730_162204,margin,sequential,100,50,40,40
1,0.8836944127708096,0.8888647214854111,0.8816925464221368,0.8827908805031447,0.9576446818925026,20250730_162204,random,sequential,100,50,40,1
2,0.8688711516533637,0.8762337856768578,0.8664068276731132,0.867537448202946,0.9447100113516834,20250730_162204,random,sequential,100,50,40,2
3,0.8905359179019384,0.9004958002172487,0.8878162068714135,0.8892362097818194,0.9586939315358098,20250730_162204,random,sequential,100,50,40,3
4,0.8893956670467503,0.9008760843028594,0.8864727507524396,0.8879386770891377,0.9616932754293331,20250730_162204,random,sequential,100,50,40,4
5,0.9007981755986317,0.9065379878540791,0.8987773507878485,0.9000072079628332,0.9710063423626082,20250730_162204,random,sequential,100,50,40,5
6,0.9053591790193842,0.9094880409060175,0.9036669061976026,0.9047523713441914,0.9657574905489423,20250730_162204,random,sequential,100,50,40,6
7,0.9099201824401368,0.9123734905571145,0.9086371731183804,0.9094965703454736,0.968980743795628,20250730_162204,random,sequential,100,50,40,7
8,0.9099201824401368,0.9158491527583132,0.9079107695191677,0.9092019474605036,0.9697253725747493,20250730_162204,random,sequential,100,50,40,8
9,0.8962371721778791,0.9018824054019621,0.8942106414221889,0.8954098382139979,0.965307068245488,20250730_162204,random,sequential,100,50,40,9
10,0.895096921322691,0.9052118174680849,0.8923829162370731,0.8938513677075768,0.9646379437831307,20250730_162204,random,sequential,100,50,40,10
11,0.8802736602052451,0.8851671597162578,0.878307870153404,0.8793677368137677,0.9590870747024088,20250730_162204,random,sequential,100,50,40,11
12,0.895096921322691,0.8988781543659592,0.8934321658803803,0.8944435141188538,0.9681632142968726,20250730_162204,random,sequential,100,50,40,12
13,0.8928164196123147,0.8973308779950893,0.8909873881755033,0.8920686043466877,0.9643020797533873,20250730_162204,random,sequential,100,50,40,13
14,0.895096921322691,0.8992558218200652,0.8933514543693567,0.8944048329511785,0.9665047229251934,20250730_162204,random,sequential,100,50,40,14
15,0.8836944127708096,0.8880492760985522,0.881853969444184,0.8828829536527887,0.9610866372980911,20250730_162204,random,sequential,100,50,40,15
16,0.8893956670467503,0.8940511489992586,0.8875220003957467,0.8886025459207257,0.9660074358734027,20250730_162204,random,sequential,100,50,40,16
17,0.8985176738882554,0.9061752583924148,0.8961711500609242,0.8975323374463231,0.9648384207621249,20250730_162204,random,sequential,100,50,40,17
18,0.8882554161915621,0.8964308647260274,0.8857749867216547,0.8870926212020893,0.9638907114068798,20250730_162204,random,sequential,100,50,40,18
19,0.8905359179019384,0.899331125188925,0.8879776298934607,0.8893445208504196,0.9620681934160236,20250730_162204,random,sequential,100,50,40,19
20,0.895096921322691,0.9029278196292141,0.8927057622811676,0.8940543095750828,0.9657835265202404,20250730_162204,random,sequential,100,50,40,20
21,0.9030786773090079,0.9098238049611413,0.900899282448631,0.9022238836314033,0.965559617167078,20250730_162204,random,sequential,100,50,40,21
22,0.9007981755986317,0.9065379878540791,0.8987773507878485,0.9000072079628332,0.967030649545412,20250730_162204,random,sequential,100,50,40,22
23,0.8973774230330672,0.9052706096062403,0.8949891169639974,0.8963574767582331,0.9653513293966944,20250730_162204,random,sequential,100,50,40,23
24,0.9007981755986317,0.9065379878540791,0.8987773507878485,0.9000072079628332,0.9657054186063465,20250730_162204,random,sequential,100,50,40,24
25,0.8939566704675028,0.8986948003812347,0.8920887097614063,0.8931962553672939,0.9623623998916904,20250730_162204,random,sequential,100,50,40,25
26,0.8905359179019384,0.8938933713020092,0.8889461680257444,0.8898932831136221,0.963583486945564,20250730_162204,random,sequential,100,50,40,26
27,0.9064994298745724,0.9116810248911211,0.9046068047614584,0.9058105785955279,0.9657054186063465,20250730_162204,random,sequential,100,50,40,27
28,0.8973774230330672,0.9023879157792118,0.8954733860301393,0.8966213667511893,0.9660282646504411,20250730_162204,random,sequential,100,50,40,28
29,0.9076396807297605,0.9130642236854661,0.9057081263473615,0.9069408255420494,0.9668379833578071,20250730_162204,random,sequential,100,50,40,29
30,0.9007981755986317,0.9056602774541989,0.8989387738098957,0.9000868195371459,0.9652888430655795,20250730_162204,random,sequential,100,50,40,30
31,0.9053591790193842,0.909886826378973,0.903586194686579,0.9047169626085647,0.9657887337145,20250730_162204,random,sequential,100,50,40,31
32,0.9030786773090079,0.9084147130239315,0.9011414169817019,0.9023453107540024,0.9677414315618459,20250730_162204,random,sequential,100,50,40,32
33,0.8996579247434435,0.9047111930571892,0.897756740712969,0.898918669712274,0.9667859114152113,20250730_162204,random,sequential,100,50,40,33
34,0.9042189281641961,0.9077677582660971,0.9026462961227232,0.9036566227244194,0.968993761781277,20250730_162204,random,sequential,100,50,40,34
35,0.9099201824401368,0.9145248294462954,0.9081529040522386,0.9093089162177905,0.9706340279730475,20250730_162204,random,sequential,100,50,40,35
36,0.9042189281641961,0.9085263369308993,0.9024848731006758,0.9035870213902064,0.9682751689734538,20250730_162204,random,sequential,100,50,40,36
37,0.9076396807297605,0.9122058279126342,0.9058695493694088,0.9070129394131776,0.9712901344497559,20250730_162204,random,sequential,100,50,40,37
38,0.9144811858608894,0.9195912316001271,0.9126389019068746,0.9138679478768499,0.9741436769040106,20250730_162204,random,sequential,100,50,40,38
39,0.9133409350057012,0.9173978460563826,0.9116990033430188,0.9128011638373139,0.9718993761781277,20250730_162204,random,sequential,100,50,40,39
40,0.9179019384264538,0.9228552832105664,0.916104289686631,0.9173291437549096,0.9747034502869164,20250730_162204,random,sequential,100,50,40,40
